ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_Nuclei,Parent_SecratoryMembrane
8,89,446.7063492063492,558.9206349206349,89,89,89
8,90,639.5082152974504,561.5886685552408,90,90,90
8,91,787.3360655737705,560.3360655737705,91,91,91
8,92,379.88961038961037,561.1363636363636,92,92,92
8,93,44.87576374745417,569.5702647657841,93,93,93
8,94,116.99283154121864,587.9498207885305,94,94,94
8,95,667.3522727272727,598.7386363636364,95,95,95
8,96,259.57522123893807,602.4823008849557,96,96,96
8,97,745.4797297297297,603.8513513513514,97,97,97
8,98,469.608,607.416,98,98,98
8,99,792.5268817204301,605.6236559139785,99,99,99
8,100,406.06382978723406,610.3297872340426,100,100,100
8,101,1071.064,654.3856,101,101,101
8,102,667.0645161290323,632.236559139785,102,102,102
8,103,733.8923076923077,632.8307692307692,103,103,103
8,104,722.703125,632.171875,104,104,104
8,105,878.3253424657535,647.3972602739726,105,105,105
8,106,438.80281690140845,649.7183098591549,106,106,106
8,107,467.8,657.3714285714286,107,107,107
8,108,445.8,656.3733333333333,108,108,108
8,109,488.575,681.9,109,109,109
8,110,534.5377358490566,701.0,110,110,110
8,111,1303.2395209580839,709.3862275449102,111,111,111
8,112,254.65420560747663,719.803738317757,112,112,112
8,113,538.7142857142857,725.8214285714286,113,113,113
8,114,242.87755102040816,738.704081632653,114,114,114
8,115,888.060669456067,732.6673640167364,115,115,115
8,116,1322.8174342105262,754.7828947368421,116,116,116
8,117,920.68345323741,741.5227817745804,117,117,117
8,118,601.4764065335753,754.6460980036297,118,118,118
8,119,698.453790238837,761.0529595015577,119,119,119
8,120,968.6536624203821,746.8941082802547,120,120,120
8,121,899.4660550458716,777.4917431192661,121,121,121
8,122,408.3333333333333,786.2058823529412,122,122,122
8,123,951.2368972746332,789.1404612159329,123,123,123
8,124,1020.9862610402355,784.7124631992149,124,124,124
8,125,1071.9382102272727,808.0170454545455,125,125,125
8,126,838.8212290502794,808.7020484171322,126,126,126
8,127,449.7241379310345,822.0172413793103,127,127,127
8,128,915.1320754716982,842.4575471698113,128,128,128
8,129,1038.8744007670182,834.771812080537,129,129,129
8,130,148.99618320610688,855.8854961832061,130,130,130
8,131,442.0194805194805,866.7012987012987,131,131,131
8,132,1061.8725782414308,875.8397913561848,132,132,132
8,133,1099.1828289067325,873.4212476837554,133,133,133
8,134,127.53787878787878,868.8409090909091,134,134,134
8,135,85.55822689706987,907.9504132231405,135,135,135
8,136,250.58011049723757,895.9116022099447,136,136,136
8,137,266.86295503211994,903.745182012848,137,137,137
8,138,209.40609137055839,914.730964467005,138,138,138
8,139,270.9912739965096,928.5200698080279,139,139,139
8,140,920.7177419354839,934.0403225806451,140,140,140
8,141,1167.5993820803296,939.1071060762101,141,141,141
8,142,1010.9897388059702,969.2154850746268,142,142,142
8,143,1142.3402597402599,959.0454545454545,143,143,143
8,144,1143.6760563380283,990.0362173038229,144,144,144
9,1,254.6508875739645,22.476331360946745,1,1,1
9,2,928.5157894736842,36.27368421052632,2,2,2
9,3,917.1194029850747,48.67164179104478,3,3,3
9,4,686.4497991967871,58.40562248995984,4,4,4
9,5,872.0,62.75,5,5,5
9,6,461.2258883248731,78.39593908629442,6,6,6
9,7,618.6627906976744,86.6046511627907,7,7,7
9,8,561.7142857142857,87.03061224489795,8,8,8
9,9,293.236,77.64,9,9,9
9,10,369.90909090909093,85.68181818181819,10,10,10
9,11,780.3617021276596,93.22340425531915,11,11,11
9,12,666.822652757079,91.38152011922504,12,12,12
9,13,431.17241379310343,106.36206896551724,13,13,13
9,14,334.55737704918033,105.8688524590164,14,14,14
9,15,732.88,114.14,15,15,15
9,16,267.10019267822736,125.44894026974951,16,16,16
9,17,565.5113636363636,130.3068181818182,17,17,17
9,18,831.4171779141104,147.31288343558282,18,18,18
9,19,621.2509960159363,140.23107569721117,19,19,19
9,20,1069.2972972972973,149.14864864864865,20,20,20
9,21,251.70065789473685,151.94078947368422,21,21,21
9,22,199.95833333333334,151.30357142857142,22,22,22
9,23,1085.4313725490197,153.80392156862746,23,23,23
9,24,175.44791666666666,167.42708333333334,24,24,24
9,25,412.3114543114543,172.52252252252254,25,25,25
9,26,1139.8020833333333,206.90625,26,26,26
9,27,973.5046040515654,226.41620626151013,27,27,27
9,28,950.7853658536585,221.4048780487805,28,28,28
9,29,801.6451612903226,220.0,29,29,29
9,30,948.6053333333333,238.49333333333334,30,30,30
9,31,153.64893617021278,232.9787234042553,31,31,31
9,32,846.7103448275863,248.4551724137931,32,32,32
9,33,153.05392156862746,254.84313725490196,33,33,33
9,34,378.2142857142857,248.22448979591837,34,34,34
9,35,845.6190476190476,272.9761904761905,35,35,35
9,36,827.9268292682926,275.7682926829268,36,36,36
9,37,1053.7894736842106,284.2236842105263,37,37,37
9,38,942.8445945945946,292.6936936936937,38,38,38
9,39,1274.5632653061225,291.4734693877551,39,39,39
9,40,1033.9476744186047,294.1511627906977,40,40,40
9,41,1293.1050955414012,300.6019108280255,41,41,41
9,42,1266.0897435897436,316.84615384615387,42,42,42
9,43,1105.3464566929133,323.37795275590554,43,43,43
9,44,824.779376498801,326.71223021582733,44,44,44
9,45,828.8361581920904,350.2146892655367,45,45,45
9,46,215.22164948453607,375.2525773195876,46,46,46
9,47,891.0629139072847,377.6622516556291,47,47,47
9,48,150.67672413793105,416.375,48,48,48
9,49,999.1218390804597,420.33103448275864,49,49,49
9,50,1018.3805496828753,426.40169133192387,50,50,50
9,51,143.27142857142857,429.4,51,51,51
9,52,218.06617647058823,439.55882352941177,52,52,52
9,53,890.1479289940828,429.8047337278106,53,53,53
9,54,1112.485436893204,445.8932038834951,54,54,54
9,55,357.1363636363636,450.29545454545456,55,55,55
9,56,974.8493150684932,459.7568493150685,56,56,56
9,57,752.6894192113591,493.45137285091096,57,57,57
9,58,1072.246153846154,477.96923076923076,58,58,58
9,59,901.937984496124,475.6744186046512,59,59,59
9,60,1007.8193103448276,476.0179310344828,60,60,60
9,61,1028.6377649325627,478.7649325626204,61,61,61
9,62,1190.8389830508474,484.271186440678,62,62,62
9,63,239.15503875968992,497.8139534883721,63,63,63
9,64,841.3233830845771,503.8955223880597,64,64,64
9,65,251.31756756756758,511.30405405405406,65,65,65
9,66,232.02702702702703,511.31081081081084,66,66,66
9,67,358.94117647058823,524.9696394686907,67,67,67
9,68,1315.702746365105,521.848142164782,68,68,68
9,69,831.2716981132075,516.954716981132,69,69,69
9,70,983.7349397590361,531.8674698795181,70,70,70
9,71,1135.7636363636364,526.8090909090909,71,71,71
9,72,1203.694087403599,542.146529562982,72,72,72
9,73,601.2198275862069,550.0775862068965,73,73,73
9,74,220.7225806451613,552.7161290322581,74,74,74
9,75,927.9450171821305,551.1237113402062,75,75,75
9,76,904.4412607449857,552.730659025788,76,76,76
9,77,1301.5121951219512,558.7845528455284,77,77,77
9,78,1218.4790874524715,582.0427756653993,78,78,78
9,79,683.251497005988,585.7125748502993,79,79,79
9,80,986.4269662921348,588.7078651685393,80,80,80
9,81,313.0743243243243,597.0067567567568,81,81,81
9,82,932.5957446808511,617.9042553191489,82,82,82
9,83,450.5787321063395,624.3537832310839,83,83,83
9,84,1273.0332225913621,632.8239202657808,84,84,84
9,85,456.2418032786885,640.8401639344262,85,85,85
9,86,184.23809523809524,655.3988095238095,86,86,86
9,87,866.0842105263158,661.3263157894737,87,87,87
9,88,257.5731895223421,660.9460708782742,88,88,88
9,89,569.263440860215,667.875,89,89,89
9,90,667.9197860962566,709.3155080213904,90,90,90
9,91,784.1896551724138,700.2068965517242,91,91,91
9,92,158.02197802197801,702.5054945054945,92,92,92
9,93,1264.859950859951,693.1154791154792,93,93,93
9,94,149.36764705882354,711.75,94,94,94
9,95,351.1111111111111,724.3055555555555,95,95,95
9,96,93.58528428093645,717.8729096989966,96,96,96
9,97,364.0289855072464,772.9492753623189,97,97,97
9,98,161.89583333333334,778.2125,98,98,98
9,99,207.955,777.485,99,99,99
9,100,190.78794178794178,796.4012474012474,100,100,100
9,101,34.578947368421055,861.3447368421052,101,101,101
9,102,814.9622641509434,897.4056603773585,102,102,102
9,103,371.36,897.12,103,103,103
9,104,1147.1860465116279,899.2441860465116,104,104,104
9,105,712.0350262697023,898.8388791593695,105,105,105
9,106,373.2,916.075,106,106,106
9,107,990.0,916.1470588235294,107,107,107
9,108,1098.549019607843,919.5588235294117,108,108,108
9,109,1001.2280701754386,923.1052631578947,109,109,109
9,110,324.64285714285717,944.3214285714286,110,110,110
9,111,1187.4880952380952,955.5357142857143,111,111,111
9,112,375.05102040816325,964.5102040816327,112,112,112
10,1,533.8518518518518,16.60648148148148,1,1,1
10,2,197.0895759017043,30.096710265556876,2,2,2
10,3,588.1735537190083,28.8099173553719,3,3,3
10,4,871.890756302521,48.34453781512605,4,4,4
10,5,192.8555667001003,73.4012036108325,5,5,5
10,6,817.6478873239437,81.73239436619718,6,6,6
10,7,657.0,87.97810218978103,7,7,7
10,8,176.71513102282333,106.5832628909552,8,8,8
10,9,946.7347294938918,95.08202443280977,9,9,9
10,10,539.7094017094017,105.07692307692308,10,10,10
10,11,653.0761904761905,102.08571428571429,11,11,11
10,12,667.8894472361809,99.2713567839196,12,12,12
10,13,481.4324090121317,114.88128249566725,13,13,13
10,14,124.40796019900498,108.32587064676616,14,14,14
10,15,864.0225563909775,122.59398496240601,15,15,15
10,16,1070.6847826086957,121.32608695652173,16,16,16
10,17,1061.1076923076923,129.96923076923076,17,17,17
10,18,129.68904593639576,136.24734982332154,18,18,18
10,19,828.4214046822742,143.98829431438128,19,19,19
10,20,844.2178988326848,159.92217898832683,20,20,20
10,21,1148.4277286135693,161.12094395280235,21,21,21
10,22,1197.4676258992806,166.20863309352518,22,22,22
10,23,381.35919540229884,166.05172413793105,23,23,23
10,24,1029.2857142857142,175.1326530612245,24,24,24
10,25,383.4078947368421,182.33552631578948,25,25,25
10,26,623.643153526971,187.5643153526971,26,26,26
10,27,396.5,195.2625,27,27,27
10,28,442.50967741935483,190.80645161290323,28,28,28
10,29,480.8498168498169,186.41758241758242,29,29,29
10,30,505.3421052631579,205.02177858439202,30,30,30
10,31,857.1140350877193,205.30701754385964,31,31,31
10,32,474.0210526315789,224.65263157894736,32,32,32
10,33,71.83697478991597,226.88571428571427,33,33,33
10,34,263.8701923076923,213.13942307692307,34,34,34
10,35,302.421875,240.5,35,35,35
10,36,353.3257142857143,248.37142857142857,36,36,36
10,37,786.9102564102565,261.7307692307692,37,37,37
10,38,437.53846153846155,264.46153846153845,38,38,38
10,39,1004.9138785625775,261.54027261462204,39,39,39
10,40,772.7738095238095,277.0833333333333,40,40,40
10,41,395.77777777777777,276.1296296296296,41,41,41
10,42,519.3812949640288,277.9280575539568,42,42,42
10,43,446.47318611987384,270.9274447949527,43,43,43
10,44,760.3927392739274,292.7656765676568,44,44,44
10,45,715.1694444444445,291.2361111111111,45,45,45
10,46,666.5424657534246,290.6684931506849,46,46,46
10,47,1047.4199134199134,316.56709956709955,47,47,47
10,48,921.480701754386,314.8491228070175,48,48,48
10,49,497.8581081081081,321.31756756756755,49,49,49
10,50,525.9230769230769,318.2871794871795,50,50,50
10,51,300.7037037037037,322.41975308641975,51,51,51
10,52,482.8708487084871,330.619926199262,52,52,52
10,53,117.8875,329.0875,53,53,53
10,54,1171.4621212121212,332.2348484848485,54,54,54
10,55,703.9448275862069,323.383908045977,55,55,55
10,56,552.052995391705,326.56451612903226,56,56,56
10,57,591.836,323.212,57,57,57
10,58,467.4793388429752,339.41322314049586,58,58,58
10,59,579.6807511737089,331.69953051643193,59,59,59
10,60,707.6838905775076,345.4802431610942,60,60,60
10,61,923.609375,339.046875,61,61,61
10,62,1184.4333333333334,343.5777777777778,62,62,62
10,63,917.4067796610169,346.93220338983053,63,63,63
10,64,333.07929515418505,349.38766519823787,64,64,64
10,65,399.92452830188677,350.4622641509434,65,65,65
10,66,124.35443037974683,362.60759493670884,66,66,66
10,67,615.8132295719844,357.7859922178988,67,67,67
10,68,1303.0126953125,372.189453125,68,68,68
10,69,682.066066066066,367.91291291291293,69,69,69
10,70,863.2357723577236,380.0569105691057,70,70,70
10,71,1096.6842105263158,380.1684210526316,71,71,71
10,72,652.7059701492537,378.24776119402986,72,72,72
10,73,436.513698630137,395.98972602739724,73,73,73
10,74,678.5280898876405,389.6685393258427,74,74,74
10,75,1069.1313320825516,387.202626641651,75,75,75
10,76,920.7785467128027,394.92906574394465,76,76,76
10,77,1276.870786516854,392.4620786516854,77,77,77
10,78,672.3650190114068,404.79467680608366,78,78,78
10,79,526.4225352112676,396.8521126760563,79,79,79
10,80,338.70232558139537,398.51162790697674,80,80,80
10,81,799.796875,407.34375,81,81,81
10,82,511.5989583333333,405.4739583333333,82,82,82
10,83,1172.0947368421052,410.46315789473687,83,83,83
10,84,923.4726688102894,417.9614147909968,84,84,84
10,85,624.4627659574468,418.1436170212766,85,85,85
10,86,861.5632698768197,421.20044792833147,86,86,86
10,87,808.4347826086956,422.1565217391304,87,87,87
10,88,1166.551724137931,427.1034482758621,88,88,88
10,89,400.6666666666667,441.7346278317152,89,89,89
10,90,1026.0828625235406,462.43578154425614,90,90,90
10,91,675.9409799554566,455.9376391982183,91,91,91
10,92,301.45813953488374,458.08953488372094,92,92,92
10,93,182.79,475.87,93,93,93
10,94,358.42045454545456,481.1363636363636,94,94,94
10,95,1087.0071090047393,470.8744075829384,95,95,95
10,96,369.52830188679246,489.7641509433962,96,96,96
10,97,1063.1652892561983,486.801652892562,97,97,97
10,98,644.358064516129,504.47741935483873,98,98,98
10,99,571.9904761904762,503.3561904761905,99,99,99
10,100,661.0,502.75949367088606,100,100,100
10,101,553.6686930091186,513.5714285714286,101,101,101
10,102,940.2206896551725,516.6,102,102,102
10,103,1270.7362525458248,523.8859470468432,103,103,103
10,104,419.97058823529414,535.4819004524887,104,104,104
10,105,917.4052953156823,524.8411405295316,105,105,105
10,106,945.3010752688172,530.7741935483871,106,106,106
10,107,741.5611285266458,530.371473354232,107,107,107
10,108,929.0405405405405,538.7432432432432,108,108,108
10,109,761.1573333333333,541.4746666666666,109,109,109
10,110,280.95541401273886,542.8025477707006,110,110,110
10,111,1002.7613504074505,542.1210710128056,111,111,111
10,112,261.6455696202532,548.4367088607595,112,112,112
10,113,514.7741935483871,558.4903225806452,113,113,113
10,114,996.9806034482758,569.8771551724138,114,114,114
10,115,799.7333333333333,560.2583333333333,115,115,115
10,116,703.9400544959128,564.5136239782016,116,116,116
10,117,813.655737704918,571.983606557377,117,117,117
10,118,537.5774278215223,575.1286089238845,118,118,118
10,119,332.10762331838566,578.0784753363229,119,119,119
10,120,200.73563218390805,584.2873563218391,120,120,120
10,121,1077.4970414201184,591.5621301775147,121,121,121
10,122,310.6413793103448,609.1931034482759,122,122,122
10,123,284.0689655172414,605.0172413793103,123,123,123
10,124,1093.6946564885495,607.3664122137404,124,124,124
10,125,899.0086206896551,606.1293103448276,125,125,125
10,126,1068.0359712230215,615.2805755395683,126,126,126
10,127,650.431654676259,615.3117505995203,127,127,127
10,128,1087.8156028368794,625.9219858156029,128,128,128
10,129,678.789156626506,632.0060240963855,129,129,129
10,130,342.1240875912409,645.9051094890511,130,130,130
10,131,922.0847457627119,650.0169491525423,131,131,131
10,132,110.96246648793566,653.5022341376228,132,132,132
10,133,328.8272727272727,662.3,133,133,133
10,134,150.50485436893203,666.1262135922331,134,134,134
10,135,938.8175182481751,659.0,135,135,135
10,136,953.4716981132076,679.2264150943396,136,136,136
10,137,811.8936170212766,691.563829787234,137,137,137
10,138,944.3835616438356,689.8767123287671,138,138,138
10,139,889.3235294117648,696.6078431372549,139,139,139
10,140,32.5234375,710.6354166666666,140,140,140
10,141,278.6849315068493,721.2739726027397,141,141,141
10,142,26.070528967254408,732.6549118387909,142,142,142
10,143,285.32710280373834,732.9345794392524,143,143,143
10,144,415.42599277978337,731.3922984356198,144,144,144
10,145,179.2791095890411,740.3304794520548,145,145,145
10,146,476.17354624887014,753.429346188611,146,146,146
10,147,477.8421052631579,757.9298245614035,147,147,147
10,148,503.08102564102563,747.5005128205128,148,148,148
10,149,936.097891566265,765.6596385542168,149,149,149
10,150,356.20243902439023,768.7463414634146,150,150,150
10,151,252.4840294840295,786.9508599508599,151,151,151
10,152,423.7771739130435,782.008152173913,152,152,152
10,153,822.1321839080459,793.4758620689655,153,153,153
10,154,117.76555023923444,791.5709728867623,154,154,154
10,155,328.8646153846154,800.7446153846154,155,155,155
10,156,163.18823529411765,808.8823529411765,156,156,156
10,157,429.86842105263156,818.9304511278195,157,157,157
10,158,103.31623931623932,818.965811965812,158,158,158
10,159,1264.8,814.4,159,159,159
10,160,44.333333333333336,820.0975609756098,160,160,160
10,161,998.5869565217391,833.1938405797101,161,161,161
10,162,266.7149877149877,832.1676904176904,162,162,162
10,163,1002.699196326062,874.3972445464983,163,163,163
10,164,889.3504823151126,888.0385852090033,164,164,164
10,165,897.4658385093168,903.3291925465838,165,165,165
10,166,882.5189075630252,914.1512605042017,166,166,166
10,167,902.0218579234972,943.8251366120219,167,167,167
10,168,586.8780487804878,952.5365853658536,168,168,168
10,169,996.8835978835979,945.3968253968254,169,169,169
10,170,545.1408450704225,957.8028169014085,170,170,170
10,171,987.5108695652174,962.9021739130435,171,171,171
10,172,908.3928980526919,977.7273768613975,172,172,172
10,173,954.8125,971.93125,173,173,173
10,174,901.6215538847118,995.390977443609,174,174,174
10,175,950.6761904761905,986.3428571428572,175,175,175
10,176,562.5403225806451,989.6532258064516,176,176,176
10,177,534.5419847328244,990.3282442748092,177,177,177
10,178,557.3333333333334,1004.6666666666666,178,178,178
10,179,851.3157894736842,1002.2842105263157,179,179,179
10,180,541.7252747252747,1000.2967032967033,180,180,180
11,1,1137.6216216216217,10.472972972972974,1,1,1
11,2,868.1538461538462,10.061538461538461,2,2,2
11,3,882.6043956043956,21.296703296703296,3,3,3
11,4,1129.970297029703,19.653465346534652,4,4,4
11,5,364.8404255319149,24.382978723404257,5,5,5
11,6,399.3953488372093,26.823529411764707,6,6,6
11,7,1219.2698412698412,35.698412698412696,7,7,7
11,8,1208.5166666666667,39.233333333333334,8,8,8
11,9,534.4356435643564,41.31188118811881,9,9,9
11,10,1224.52,44.64,10,10,10
11,11,967.1071428571429,45.910714285714285,11,11,11
11,12,234.71131639722864,52.18937644341801,12,12,12
11,13,715.5714285714286,53.892857142857146,13,13,13
11,14,747.3310152990264,45.25730180806676,14,14,14
11,15,767.3190013869626,53.690707350901526,15,15,15
11,16,534.4177215189874,60.12658227848101,16,16,16
11,17,599.548,52.736,17,17,17
11,18,702.0927835051547,64.78350515463917,18,18,18
11,19,390.6142857142857,73.04285714285714,19,19,19
11,20,495.81847133757964,67.03184713375796,20,20,20
11,21,1014.3957922419461,76.53911900065746,21,21,21
11,22,517.5268817204301,85.80645161290323,22,22,22
11,23,442.5392561983471,96.60330578512396,23,23,23
11,24,191.34736842105264,93.87368421052632,24,24,24
11,25,805.5089285714286,92.72321428571429,25,25,25
11,26,1307.496183206107,92.17557251908397,26,26,26
11,27,568.3608695652174,96.71304347826087,27,27,27
11,28,215.375,103.52884615384616,28,28,28
11,29,594.1428571428571,105.8452380952381,29,29,29
11,30,654.1601307189543,117.81209150326798,30,30,30
11,31,947.4242424242424,127.4090909090909,31,31,31
11,32,936.8620689655172,135.80459770114942,32,32,32
11,33,663.1698113207547,149.73584905660377,33,33,33
11,34,404.90340909090907,154.1590909090909,34,34,34
11,35,291.2874543239951,163.71132764920827,35,35,35
11,36,877.6372549019608,206.15686274509804,36,36,36
11,37,388.4375,208.14583333333334,37,37,37
11,38,1269.9907407407406,212.58333333333334,38,38,38
11,39,371.17808219178085,215.43835616438355,39,39,39
11,40,391.7808219178082,225.3972602739726,40,40,40
11,41,389.9268292682927,235.8048780487805,41,41,41
11,42,369.19191919191917,232.6969696969697,42,42,42
11,43,377.2266666666667,243.08,43,43,43
11,44,755.7020979020979,260.3020979020979,44,44,44
11,45,1085.8412017167382,263.48927038626607,45,45,45
11,46,1059.8507936507935,268.18095238095236,46,46,46
11,47,449.418410041841,294.07531380753136,47,47,47
11,48,259.84585741811173,295.6050096339114,48,48,48
11,49,272.76146788990826,309.93119266055044,49,49,49
11,50,496.94444444444446,329.6,50,50,50
11,51,806.90625,335.5729166666667,51,51,51
11,52,819.8210526315789,353.69473684210527,52,52,52
11,53,592.484126984127,372.3174603174603,53,53,53
11,54,596.5098039215686,382.27450980392155,54,54,54
11,55,578.5929203539823,443.65486725663715,55,55,55
11,56,1093.5485436893205,455.2459546925566,56,56,56
11,57,508.1140939597315,494.93288590604027,57,57,57
11,58,1090.1110517885745,505.3331553657234,58,58,58
11,59,549.1153846153846,529.4134615384615,59,59,59
11,60,722.992700729927,529.1897810218978,60,60,60
11,61,1215.374213836478,571.066037735849,61,61,61
11,62,1208.3319587628866,600.7484536082475,62,62,62
11,63,1016.5335365853658,591.6697154471544,63,63,63
11,64,973.3969072164948,625.9020618556701,64,64,64
11,65,1313.234375,625.765625,65,65,65
11,66,804.3546441495778,667.0723763570567,66,66,66
12,1,1175.260152284264,19.486040609137056,1,1,1
12,2,749.063829787234,32.30560928433269,2,2,2
12,3,926.0731707317074,20.74390243902439,3,3,3
12,4,165.47107438016528,25.60330578512397,4,4,4
12,5,839.035,31.59,5,5,5
12,6,581.7,30.98,6,6,6
12,7,149.73853211009174,29.76605504587156,7,7,7
12,8,267.34566596194503,20.662790697674417,8,8,8
12,9,1240.7222222222222,28.585858585858585,9,9,9
12,10,1029.2442396313363,48.1705069124424,10,10,10
12,11,249.4623287671233,44.81164383561644,11,11,11
12,12,1117.7748720864126,51.55144968732234,12,12,12
12,13,619.8627450980392,55.26470588235294,13,13,13
12,14,775.6543574593796,49.344165435745936,14,14,14
12,15,975.630859375,49.69140625,15,15,15
12,16,23.357142857142858,50.80357142857143,16,16,16
12,17,244.41981132075472,60.49528301886792,17,17,17
12,18,742.1928571428572,65.71285714285715,18,18,18
12,19,33.15625,66.97916666666667,19,19,19
12,20,162.14655172413794,74.4396551724138,20,20,20
12,21,100.24085365853658,69.32926829268293,21,21,21
12,22,1239.7292069632495,77.91489361702128,22,22,22
12,23,118.30392156862744,85.88235294117646,23,23,23
12,24,870.9235668789809,79.10828025477707,24,24,24
12,25,876.1304347826087,89.21739130434783,25,25,25
12,26,573.6224783861671,108.36887608069165,26,26,26
12,27,795.1170431211499,91.85420944558521,27,27,27
12,28,700.3940949935815,99.76765083440309,28,28,28
12,29,757.0364741641338,92.64539007092199,29,29,29
12,30,369.53061224489795,114.92857142857143,30,30,30
12,31,301.8346153846154,116.78461538461538,31,31,31
12,32,1007.7757847533633,115.91031390134529,32,32,32
12,33,1058.1370967741937,129.8709677419355,33,33,33
12,34,274.5416813225466,126.80337671473795,34,34,34
12,35,911.6176470588235,137.19607843137254,35,35,35
12,36,945.1735537190083,144.03305785123968,36,36,36
12,37,787.498347107438,153.67355371900825,37,37,37
12,38,936.5438596491229,166.06140350877192,38,38,38
12,39,65.91428571428571,169.28571428571428,39,39,39
12,40,48.1125,174.3125,40,40,40
12,41,73.5,180.0,41,41,41
12,42,58.19607843137255,186.47058823529412,42,42,42
12,43,1064.6657789613848,179.27430093209054,43,43,43
12,44,343.95354239256676,190.64576074332172,44,44,44
12,45,422.8448905109489,215.81934306569343,45,45,45
12,46,1308.2624728850326,207.93817787418655,46,46,46
12,47,411.2884012539185,225.32601880877743,47,47,47
12,48,791.8,224.16,48,48,48
12,49,229.97104677060133,233.6347438752784,49,49,49
12,50,801.8062015503876,232.86046511627907,50,50,50
12,51,236.55729166666666,245.97395833333334,51,51,51
12,52,641.0439560439561,254.08241758241758,52,52,52
12,53,207.7945205479452,267.3253424657534,53,53,53
12,54,1160.0576923076924,267.52403846153845,54,54,54
12,55,1002.64,277.52,55,55,55
12,56,172.1220338983051,261.91525423728814,56,56,56
12,57,1012.8378378378378,275.06756756756755,57,57,57
12,58,1063.82,279.12,58,58,58
12,59,162.19815668202764,277.7327188940092,59,59,59
12,60,1134.3048433048434,282.45014245014244,60,60,60
12,61,1149.8684759916493,280.4759916492693,61,61,61
12,62,682.3287671232877,298.26027397260276,62,62,62
12,63,136.03129548762737,306.74963609898106,63,63,63
12,64,952.2152317880794,294.87417218543044,64,64,64
12,65,1140.2556390977443,307.76691729323306,65,65,65
12,66,1150.8947368421052,315.859649122807,66,66,66
12,67,1259.1704119850187,326.87640449438203,67,67,67
12,68,354.136460554371,328.5415778251599,68,68,68
12,69,1270.6784565916398,344.3762057877814,69,69,69
12,70,355.5131195335277,349.6997084548105,70,70,70
12,71,1088.9411764705883,411.0924369747899,71,71,71
12,72,934.5945945945946,425.3783783783784,72,72,72
12,73,1112.4411764705883,485.1823529411765,73,73,73
12,74,1149.2874251497005,484.8263473053892,74,74,74
12,75,1203.41,491.625,75,75,75
12,76,1044.7884615384614,510.375,76,76,76
12,77,1049.2075471698113,525.9528301886793,77,77,77
12,78,1207.5484375,596.171875,78,78,78
12,79,1240.1862068965518,604.251724137931,79,79,79
12,80,414.1287037037037,635.4657407407408,80,80,80
12,81,811.0651162790698,633.1395348837209,81,81,81
12,82,1211.1408450704225,637.2887323943662,82,82,82
12,83,800.0588235294117,639.1512605042017,83,83,83
12,84,258.6732283464567,643.2795275590552,84,84,84
12,85,1182.8791946308725,655.8926174496644,85,85,85
12,86,813.7333333333333,651.1466666666666,86,86,86
12,87,261.9343629343629,659.7953667953668,87,87,87
12,88,80.00520833333333,662.9583333333334,88,88,88
12,89,347.05382436260624,669.0821529745042,89,89,89
12,90,346.3423076923077,688.1423076923077,90,90,90
12,91,1089.7377049180327,696.9590163934427,91,91,91
12,92,803.6628498727736,841.9211195928754,92,92,92
12,93,987.944,974.552,93,93,93
13,1,1144.8196721311476,20.934426229508198,1,1,1
13,2,1126.9285714285713,16.142857142857142,2,2,2
13,3,1155.9117647058824,18.808823529411764,3,3,3
13,4,485.9391304347826,16.356521739130436,4,4,4
13,5,1176.8297872340424,20.617021276595743,5,5,5
13,6,419.32380952380953,27.266666666666666,6,6,6
13,7,534.980198019802,29.346534653465348,7,7,7
13,8,43.510105871029836,27.9172281039461,8,8,8
13,9,1255.1895734597156,31.954976303317537,9,9,9
13,10,683.035143769968,34.89856230031949,10,10,10
13,11,413.9675925925926,49.18055555555556,11,11,11
13,12,427.79245283018867,42.60377358490566,12,12,12
13,13,541.0534351145038,44.099236641221374,13,13,13
13,14,1197.881188118812,47.386138613861384,14,14,14
13,15,1258.2198142414861,53.56965944272446,15,15,15
13,16,478.2089552238806,50.985074626865675,16,16,16
13,17,487.0104166666667,60.28125,17,17,17
13,18,713.3465346534654,58.84158415841584,18,18,18
13,19,876.9730337078652,58.092134831460676,19,19,19
13,20,1199.438202247191,65.8314606741573,20,20,20
13,21,882.2322580645161,76.9483870967742,21,21,21
13,22,494.15533980582524,88.18122977346279,22,22,22
13,23,1125.4917407878017,104.89199491740787,23,23,23
13,24,1168.821608040201,114.42713567839196,24,24,24
13,25,901.4024390243902,113.03658536585365,25,25,25
13,26,905.626582278481,121.20253164556962,26,26,26
13,27,1282.1404958677685,128.71074380165288,27,27,27
13,28,1284.421568627451,138.2058823529412,28,28,28
13,29,760.4067796610169,137.53389830508473,29,29,29
13,30,1302.3620689655172,142.05172413793105,30,30,30
13,31,1201.6264367816093,128.97988505747125,31,31,31
13,32,621.1428571428571,132.3181357649443,32,32,32
13,33,357.6,156.83333333333334,33,33,33
13,34,814.7033898305085,154.25423728813558,34,34,34
13,35,887.1002087682672,157.56576200417535,35,35,35
13,36,1110.1444444444444,171.8111111111111,36,36,36
13,37,1317.3191489361702,167.70212765957447,37,37,37
13,38,571.45,173.06428571428572,38,38,38
13,39,1314.2095238095237,181.22857142857143,39,39,39
