ImageNumber,ObjectNumber,Children_PlasmaMembrane_Count,Children_SecratoryMembrane_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
2,35,1,1,1300.4075829383887,240.3649289099526,0,35
2,36,1,1,287.40697674418607,240.6206395348837,0,36
2,37,1,1,1287.8731501057082,255.78224101479915,0,37
2,38,1,1,225.62345679012347,277.80864197530866,0,38
2,39,1,1,123.28620689655172,285.49655172413793,0,39
2,40,1,1,921.968476357268,285.7828371278459,0,40
2,41,1,1,936.3833819241983,301.8935860058309,0,41
2,42,1,1,186.27854671280278,297.55190311418687,0,42
2,43,1,1,987.8452579034941,302.12312811980036,0,43
2,44,1,1,699.2560975609756,325.2160278745645,0,44
2,45,1,1,874.7748691099476,333.869109947644,0,45
2,46,1,1,702.8682795698925,341.61021505376345,0,46
2,47,1,1,1044.6131078224103,347.32980972515855,0,47
2,48,1,1,954.6331877729258,354.5778748180495,0,48
2,49,1,1,882.5087719298245,355.233918128655,0,49
2,50,1,1,208.71757925072046,365.31412103746396,0,50
2,51,1,1,877.2598425196851,373.59448818897636,0,51
2,52,1,1,195.9104938271605,371.4074074074074,0,52
2,53,1,1,553.9382716049382,389.5987654320988,0,53
2,54,1,1,1209.4194484760521,389.3468795355588,0,54
2,55,1,1,570.3827586206896,401.1655172413793,0,55
2,56,1,1,529.9018691588785,401.9158878504673,0,56
2,57,1,1,531.4673913043479,415.1978260869565,0,57
2,58,1,1,846.8845771144279,410.910447761194,0,58
2,59,1,1,749.5921052631579,427.6,0,59
2,60,1,1,734.8541666666666,428.2916666666667,0,60
2,61,1,1,633.7303206997085,430.0247813411079,0,61
2,62,1,1,1284.5216284987278,429.50127226463104,0,62
2,63,1,1,562.050406504065,431.45365853658535,0,63
2,64,1,1,736.7671232876712,438.4657534246575,0,64
2,65,1,1,978.6072144288577,435.77154308617236,0,65
2,66,1,1,1289.399193548387,447.1693548387097,0,66
2,67,1,1,791.3227513227513,461.3399470899471,0,67
2,68,1,1,857.9330357142857,472.1294642857143,0,68
2,69,1,1,842.4366197183099,489.35412474849096,0,69
2,70,1,1,771.8706586826347,501.24191616766467,0,70
2,71,1,1,1151.3261296660119,523.5461689587427,0,71
2,72,1,1,1324.889812889813,538.2681912681912,0,72
2,73,1,1,1150.9507389162561,541.8522167487685,0,73
2,74,1,1,727.8438818565401,557.8706047819971,0,74
2,75,1,1,1122.717095310136,577.0257186081694,0,75
2,76,1,1,916.1571238348868,582.9720372836218,0,76
2,77,1,1,389.7317073170732,643.7713414634146,0,77
2,78,1,1,400.96666666666664,643.5444444444445,0,78
2,79,1,1,873.5018248175182,669.8047445255474,0,79
2,80,1,1,827.3343465045592,767.1884498480243,0,80
2,81,1,1,962.7410071942446,773.0791366906475,0,81
2,82,1,1,945.9425287356322,783.3448275862069,0,82
2,83,1,1,1133.4978723404256,782.1659574468085,0,83
2,84,1,1,1146.4630071599045,797.3723150357995,0,84
2,85,1,1,1042.738219895288,799.1204188481676,0,85
2,86,1,1,1317.6925795053003,817.3356890459364,0,86
2,87,1,1,1029.4836759371221,818.6916565900847,0,87
2,88,1,1,1037.2463465553235,837.2672233820459,0,88
2,89,1,1,809.5595744680851,835.8297872340426,0,89
2,90,1,1,1065.7043010752689,849.8440860215054,0,90
2,91,1,1,1190.407590759076,845.9455445544554,0,91
2,92,1,1,1204.2089552238806,857.3059701492538,0,92
2,93,1,1,1186.4010840108401,862.5121951219512,0,93
2,94,1,1,27.61624649859944,969.5098039215686,0,94
2,95,1,1,1003.4871794871794,979.8461538461538,0,95
3,1,1,1,1192.0585365853658,17.333333333333332,0,1
3,2,1,1,878.9622302158274,23.962230215827336,0,2
3,3,1,1,582.2248322147651,23.090604026845636,0,3
3,4,1,1,680.763440860215,22.150537634408604,0,4
3,5,1,1,1059.8007518796992,28.19924812030075,0,5
3,6,1,1,689.1615120274914,33.786941580756015,0,6
3,7,1,1,1051.5841346153845,42.13942307692308,0,7
3,8,1,1,1310.0325342465753,43.113013698630134,0,8
3,9,1,1,1259.1188959660296,40.0276008492569,0,9
3,10,1,1,812.8571428571429,51.010989010989015,0,10
3,11,1,1,278.37092731829574,54.49122807017544,0,11
3,12,1,1,264.6621621621622,64.57094594594595,0,12
3,13,1,1,733.7457044673539,63.12027491408935,0,13
3,14,1,1,741.9816176470588,75.3970588235294,0,14
3,15,1,1,281.53585397653194,84.4393741851369,0,15
3,16,1,1,217.97674418604652,93.87790697674419,0,16
3,17,1,1,241.87234042553192,102.17872340425532,0,17
3,18,1,1,264.7375,106.125,0,18
3,19,1,1,988.0254403131115,106.14677103718199,0,19
3,20,1,1,1074.409090909091,107.05944055944056,0,20
3,21,1,1,1062.5325443786983,111.93688362919133,0,21
3,22,1,1,677.8860435339309,114.35467349551857,0,22
3,23,1,1,222.56146788990824,113.85504587155964,0,23
3,24,1,1,992.5942028985507,125.13664596273291,0,24
3,25,1,1,1250.311778290993,121.06004618937645,0,25
3,26,1,1,263.4559686888454,121.80430528375734,0,26
3,27,1,1,304.16089965397924,120.7439446366782,0,27
3,28,1,1,325.0778947368421,127.82105263157895,0,28
3,29,1,1,226.27027027027026,129.97837837837838,0,29
3,30,1,1,746.2310231023102,131.34983498349834,0,30
3,31,1,1,605.9871244635193,138.71888412017168,0,31
3,32,1,1,590.3552631578947,142.01754385964912,0,32
3,33,1,1,752.5616438356165,147.09246575342465,0,33
3,34,1,1,888.1755593803787,149.97074010327023,0,34
3,35,1,1,583.6703296703297,150.13186813186815,0,35
3,36,1,1,794.9265091863517,148.71128608923885,0,36
3,37,1,1,1227.5992217898834,158.12062256809338,0,37
3,38,1,1,794.9816091954023,165.4896551724138,0,38
3,39,1,1,430.97087378640776,163.5492371705964,0,39
3,40,1,1,113.38135593220339,178.84322033898306,0,40
3,41,1,1,410.88495575221236,180.24778761061947,0,41
3,42,1,1,1213.246,179.174,0,42
3,43,1,1,130.67004048582996,176.91295546558703,0,43
3,44,1,1,312.76460767946577,178.3772954924875,0,44
3,45,1,1,1059.7720870678618,194.96798975672215,0,45
3,46,1,1,410.1177394034537,195.13343799058086,0,46
3,47,1,1,720.2439446366782,191.19896193771626,0,47
3,48,1,1,316.69879518072287,205.20180722891567,0,48
3,49,1,1,302.99212598425197,205.27165354330708,0,49
3,50,1,1,206.28048780487805,237.8089430894309,0,50
3,51,1,1,802.9676674364896,240.68475750577366,0,51
3,52,1,1,220.7864077669903,234.70873786407768,0,52
3,53,1,1,481.6,275.53714285714284,0,53
3,54,1,1,640.7769784172662,276.0575539568345,0,54
3,55,1,1,599.5610766045548,279.00207039337477,0,55
3,56,1,1,483.28662420382165,284.2356687898089,0,56
3,57,1,1,580.0698924731183,291.0537634408602,0,57
3,58,1,1,510.4456066945607,303.41004184100416,0,58
3,59,1,1,572.5798045602606,302.4071661237785,0,59
3,60,1,1,170.67920353982302,340.36725663716817,0,60
3,61,1,1,183.76785714285714,342.75714285714287,0,61
3,62,1,1,884.7765151515151,350.47727272727275,0,62
3,63,1,1,427.21505376344084,353.7795698924731,0,63
3,64,1,1,714.0905923344948,380.7630662020906,0,64
3,65,1,1,149.28389830508473,388.3912429378531,0,65
3,66,1,1,836.0912751677853,394.2402684563758,0,66
3,67,1,1,657.4805194805194,390.76623376623377,0,67
3,68,1,1,718.2636505460218,393.09204368174727,0,68
3,69,1,1,634.9607843137255,396.42549019607844,0,69
3,70,1,1,657.9630769230769,404.0123076923077,0,70
3,71,1,1,57.92200557103064,402.53481894150417,0,71
3,72,1,1,74.40731070496084,403.6266318537859,0,72
3,73,1,1,1047.1170634920634,408.375,0,73
3,74,1,1,588.1950439648282,424.4252597921663,0,74
3,75,1,1,1041.974025974026,424.7922077922078,0,75
3,76,1,1,227.74039362699156,432.0,0,76
3,77,1,1,591.5,432.89351851851853,0,77
3,78,1,1,365.01801801801804,434.36036036036035,0,78
3,79,1,1,927.8919567827131,445.94237695078033,0,79
3,80,1,1,435.9312865497076,444.65497076023394,0,80
3,81,1,1,125.8144578313253,455.23855421686744,0,81
3,82,1,1,835.7742718446602,457.40169902912623,0,82
3,83,1,1,524.3886925795053,464.2532391048292,0,83
3,84,1,1,803.6812688821752,479.619335347432,0,84
3,85,1,1,363.09851551956814,481.29014844804317,0,85
3,86,1,1,534.8726483357453,485.53256150506513,0,86
3,87,1,1,563.0,498.04761904761904,0,87
3,88,1,1,544.0170316301703,503.3430656934307,0,88
3,89,1,1,254.6945054945055,516.0945054945055,0,89
3,90,1,1,230.84529505582137,519.3014354066986,0,90
3,91,1,1,885.6873479318734,531.4878345498784,0,91
3,92,1,1,349.05324074074076,548.6157407407408,0,92
3,93,1,1,365.2,559.1025316455696,0,93
3,94,1,1,215.31652661064425,560.5574229691877,0,94
3,95,1,1,688.7801608579089,568.2144772117963,0,95
3,96,1,1,299.90683229813664,568.6552795031056,0,96
3,97,1,1,23.49252013808976,574.8032220943613,0,97
3,98,1,1,690.9253187613843,587.0655737704918,0,98
3,99,1,1,45.37638376383764,586.2952029520295,0,99
3,100,1,1,40.5625,596.9239130434783,0,100
3,101,1,1,834.7709497206704,602.1396648044692,0,101
3,102,1,1,240.6875,604.0992647058823,0,102
3,103,1,1,980.0,615.221066319896,0,103
3,104,1,1,254.68550368550368,616.7960687960688,0,104
3,105,1,1,828.3916083916084,618.6328671328671,0,105
3,106,1,1,629.4409672830725,622.9943100995732,0,106
3,107,1,1,397.2449612403101,631.1705426356589,0,107
3,108,1,1,866.9877049180328,641.2390710382514,0,108
3,109,1,1,643.6672354948805,653.8105802047781,0,109
3,110,1,1,928.2773109243698,660.890756302521,0,110
3,111,1,1,467.99244712990935,693.1027190332326,0,111
3,112,1,1,925.7459618208517,757.208516886931,0,112
3,113,1,1,805.1247443762782,781.1799591002045,0,113
3,114,1,1,785.6440460947504,789.9346991037132,0,114
3,115,1,1,835.0752895752896,793.2258687258687,0,115
3,116,1,1,901.2630630630631,800.0468468468468,0,116
3,117,1,1,909.8316326530612,803.6122448979592,0,117
3,118,1,1,1053.622033898305,810.5237288135593,0,118
3,119,1,1,1237.2479166666667,836.3270833333333,0,119
3,120,1,1,1183.647465437788,847.5645161290323,0,120
3,121,1,1,936.0097087378641,852.0598705501618,0,121
3,122,1,1,1036.610552763819,859.5653266331658,0,122
3,123,1,1,978.8329238329238,863.995085995086,0,123
3,124,1,1,1065.782122905028,871.5,0,124
3,125,1,1,990.7461538461539,873.6576923076923,0,125
3,126,1,1,853.9192364170337,881.9574155653451,0,126
3,127,1,1,1070.2643678160919,885.5038314176245,0,127
3,128,1,1,1010.2717622080679,889.6029723991508,0,128
3,129,1,1,927.3269230769231,895.9134615384615,0,129
3,130,1,1,939.1336032388664,892.4453441295547,0,130
3,131,1,1,1104.614262560778,912.1961102106969,0,131
3,132,1,1,815.5098039215686,918.3333333333334,0,132
3,133,1,1,628.3065420560748,920.7214953271028,0,133
3,134,1,1,573.4940944881889,927.1692913385826,0,134
3,135,1,1,1036.193308550186,932.2825278810409,0,135
3,136,1,1,1050.0954356846473,934.0497925311204,0,136
3,137,1,1,1168.3423423423424,937.6981981981982,0,137
3,138,1,1,1022.8025210084033,947.7142857142857,0,138
3,139,1,1,1068.519801980198,955.3069306930693,0,139
3,140,1,1,524.740099009901,948.3576732673267,0,140
3,141,1,1,893.9963459196102,939.5968331303288,0,141
3,142,1,1,910.3512064343164,952.0080428954424,0,142
3,143,1,1,684.4377224199288,955.3950177935943,0,143
3,144,1,1,1045.6009501187648,962.41567695962,0,144
3,145,1,1,1011.6313559322034,994.1758474576271,0,145
3,146,1,1,1061.7925925925927,987.4444444444445,0,146
3,147,1,1,1143.7635869565217,994.7527173913044,0,147
3,148,1,1,970.3931034482758,1007.9241379310345,0,148
4,1,1,1,711.3504531722054,16.492447129909365,0,1
4,2,1,1,455.6700507614213,18.294416243654823,0,2
4,3,1,1,803.4353562005277,26.974934036939313,0,3
4,4,1,1,922.5666666666667,25.105128205128207,0,4
4,5,1,1,701.1680216802168,28.257452574525747,0,5
4,6,1,1,1257.2349397590363,36.105421686746986,0,6
4,7,1,1,1146.8235294117646,49.571895424836605,0,7
4,8,1,1,856.1198568872987,56.819320214669055,0,8
4,9,1,1,560.5441595441596,68.07122507122507,0,9
4,10,1,1,967.4028436018957,66.04976303317535,0,10
4,11,1,1,544.2774193548387,70.57096774193549,0,11
4,12,1,1,146.79365079365078,69.77142857142857,0,12
4,13,1,1,1031.9092970521542,72.47619047619048,0,13
4,14,1,1,178.312,76.416,0,14
4,15,1,1,1213.142857142857,83.77203647416414,0,15
4,16,1,1,145.0794979079498,84.38493723849372,0,16
4,17,1,1,706.6581632653061,102.00510204081633,0,17
4,18,1,1,449.47641509433964,112.00943396226415,0,18
4,19,1,1,698.9349845201239,119.43343653250774,0,19
4,20,1,1,438.3130081300813,128.16666666666666,0,20
4,21,1,1,434.9047619047619,140.88359788359787,0,21
4,22,1,1,904.82,156.18545454545455,0,22
4,23,1,1,57.97621313035204,173.10085632730733,0,23
4,24,1,1,1023.4272151898734,178.10284810126583,0,24
4,25,1,1,609.3411214953271,181.89252336448598,0,25
4,26,1,1,629.8078947368421,191.94210526315788,0,26
4,27,1,1,608.7177242888403,200.7964989059081,0,27
4,28,1,1,628.6944444444445,212.43055555555554,0,28
4,29,1,1,399.0492700729927,214.20985401459853,0,29
4,30,1,1,381.03262642740617,231.42251223491027,0,30
4,31,1,1,347.05335968379444,234.88735177865613,0,31
4,32,1,1,1013.5549597855228,241.48257372654155,0,32
4,33,1,1,915.1102236421725,239.06389776357827,0,33
4,34,1,1,848.5559380378658,249.22719449225474,0,34
4,35,1,1,859.5083892617449,263.66107382550337,0,35
4,36,1,1,377.73661670235543,286.6423982869379,0,36
4,37,1,1,682.4074074074074,297.8666666666667,0,37
4,38,1,1,493.135593220339,307.4406779661017,0,38
4,39,1,1,672.2645161290322,309.52258064516127,0,39
4,40,1,1,882.6628895184136,323.20679886685554,0,40
4,41,1,1,1014.3689320388349,325.6181229773463,0,41
4,42,1,1,463.30876494023903,327.0796812749004,0,42
4,43,1,1,1024.7942386831276,337.5925925925926,0,43
4,44,1,1,1085.9952456418384,368.3391442155309,0,44
4,45,1,1,928.3019431988042,387.609865470852,0,45
4,46,1,1,993.1895674300255,402.92239185750634,0,46
4,47,1,1,823.2105263157895,410.42594859241126,0,47
4,48,1,1,521.15,441.6741935483871,0,48
4,49,1,1,809.1522309711286,456.93175853018374,0,49
4,50,1,1,815.668,472.018,0,50
4,51,1,1,1179.2067307692307,536.4951923076923,0,51
4,52,1,1,832.0314960629921,547.8425196850394,0,52
4,53,1,1,844.7718631178707,546.7376425855514,0,53
4,54,1,1,880.4716692189893,584.5375191424196,0,54
4,55,1,1,545.1978691019787,648.1719939117199,0,55
4,56,1,1,535.6273504273504,710.9641025641025,0,56
4,57,1,1,1237.2386156648452,735.1785063752277,0,57
4,58,1,1,595.6143410852713,739.0368217054264,0,58
4,59,1,1,920.0801832760595,733.8694158075601,0,59
4,60,1,1,437.62974683544303,749.4588607594936,0,60
4,61,1,1,407.88856304985336,756.8826979472141,0,61
4,62,1,1,700.572131147541,762.8885245901639,0,62
4,63,1,1,1200.0117252931323,779.7252931323283,0,63
4,64,1,1,535.3613193403298,869.6071964017991,0,64
4,65,1,1,794.8355855855856,878.4166666666666,0,65
4,66,1,1,482.72549019607845,884.4227941176471,0,66
4,67,1,1,529.283950617284,904.016975308642,0,67
4,68,1,1,444.72314049586777,924.6611570247934,0,68
4,69,1,1,948.0104265402844,973.7364928909952,0,69
4,70,1,1,885.8716666666667,998.495,0,70
4,71,1,1,597.6025,996.245,0,71
4,72,1,1,916.9449541284404,997.8325688073395,0,72
4,73,1,1,1000.3634651600753,999.2071563088513,0,73
5,1,1,1,187.4418604651163,19.901162790697676,0,1
5,2,1,1,361.3386454183267,18.211155378486055,0,2
5,3,1,1,256.37992125984255,23.391732283464567,0,3
5,4,1,1,200.80722891566265,22.879518072289155,0,4
5,5,1,1,1317.2578125,24.2890625,0,5
5,6,1,1,1286.6942148760331,37.201101928374655,0,6
5,7,1,1,1319.840909090909,39.32954545454545,0,7
5,8,1,1,394.7630331753555,60.467614533965246,0,8
5,9,1,1,1008.5658436213992,67.41358024691358,0,9
5,10,1,1,341.860201511335,77.42317380352645,0,10
5,11,1,1,496.49184782608694,69.625,0,11
5,12,1,1,688.819253438114,66.63457760314341,0,12
5,13,1,1,1074.9130434782608,77.51487414187643,0,13
5,14,1,1,487.28524046434495,82.60033167495854,0,14
5,15,1,1,825.8950276243094,86.60220994475138,0,15
5,16,1,1,680.5260416666666,96.80859375,0,16
5,17,1,1,348.92938496583145,105.89293849658314,0,17
5,18,1,1,781.3379310344827,107.90344827586208,0,18
5,19,1,1,727.9711286089239,109.29658792650919,0,19
5,20,1,1,603.5251798561151,104.07482014388489,0,20
5,21,1,1,1055.6987704918033,123.62295081967213,0,21
5,22,1,1,1323.506711409396,124.76845637583892,0,22
5,23,1,1,556.6513605442177,120.35204081632654,0,23
5,24,1,1,415.6035087719298,137.90350877192984,0,24
5,25,1,1,936.4181818181818,133.57454545454544,0,25
5,26,1,1,1046.6737160120847,142.05740181268882,0,26
5,27,1,1,25.858361774744026,145.29522184300342,0,27
5,28,1,1,330.8709677419355,157.9765395894428,0,28
5,29,1,1,768.5237258347979,165.63620386643234,0,29
5,30,1,1,525.7447405329593,180.2875175315568,0,30
5,31,1,1,1054.1845493562232,197.27896995708156,0,31
5,32,1,1,716.8807339449542,199.71009174311928,0,32
5,33,1,1,1017.1952662721893,216.53254437869822,0,33
5,34,1,1,545.7846952010376,219.43450064850842,0,34
5,35,1,1,1128.059866962306,221.21064301552107,0,35
5,36,1,1,1144.503856041131,219.62210796915167,0,36
5,37,1,1,690.2993730407524,231.3730407523511,0,37
5,38,1,1,992.9223744292237,228.36986301369862,0,38
5,39,1,1,651.3905511811024,231.83307086614172,0,39
5,40,1,1,812.0443037974684,238.9831223628692,0,40
5,41,1,1,997.0186567164179,238.38805970149255,0,41
5,42,1,1,945.1496062992126,234.1811023622047,0,42
