ImageNumber,ObjectNumber,Children_PlasmaMembrane_Count,Intensity_IntegratedIntensityEdge_tsO45G,Intensity_IntegratedIntensity_tsO45G,Intensity_LowerQuartileIntensity_tsO45G,Intensity_MADIntensity_tsO45G,Intensity_MassDisplacement_tsO45G,Intensity_MaxIntensityEdge_tsO45G,Intensity_MaxIntensity_tsO45G,Intensity_MeanIntensityEdge_tsO45G,Intensity_MeanIntensity_tsO45G,Intensity_MedianIntensity_tsO45G,Intensity_MinIntensityEdge_tsO45G,Intensity_MinIntensity_tsO45G,Intensity_StdIntensityEdge_tsO45G,Intensity_StdIntensity_tsO45G,Intensity_UpperQuartileIntensity_tsO45G,Location_CenterMassIntensity_X_tsO45G,Location_CenterMassIntensity_Y_tsO45G,Location_CenterMassIntensity_Z_tsO45G,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_tsO45G,Location_MaxIntensity_Y_tsO45G,Location_MaxIntensity_Z_tsO45G,Number_Object_Number,Parent_Nuclei
1,16,1,1.1308919042348862,10.976531772408634,0.007843137718737125,0.0009765774011611938,1.0326066801548213,0.012085145339369774,0.01876859739422798,0.00890466066326682,0.00910160180133386,0.008651865646243095,0.006958113983273506,0.006393530406057835,0.0011213104111950723,0.0018901005059063591,0.009842068888247013,640.3144226704122,73.1035605996806,0.0,641.346600331675,73.07379767827528,0,627.0,66.0,0.0,16,16
1,17,1,0.39937438583001494,2.4271763619035482,0.005188067443668842,0.00019073765724897385,0.13341095970286862,0.006637674756348133,0.006637674756348133,0.00562499134971852,0.005429924746987803,0.005363546311855316,0.004852368962019682,0.004852368962019682,0.0004231668832219949,0.0003150046503264886,0.005600061267614365,920.3166064178511,69.07178196731618,0.0,920.4228187919463,68.9910514541387,0,910.0,63.0,0.0,17,17
1,18,1,1.2205233974382281,7.013489068951458,0.006561379414051771,0.00241092499345541,3.433240193274449,0.012375066988170147,0.01576256938278675,0.008718024267415915,0.009073077708863463,0.009231708012521267,0.005722133442759514,0.005722133442759514,0.001777744453989611,0.0025315397324583507,0.011009384645149112,218.5898278545311,79.53900861237037,0.0,215.3104786545925,78.52263906856403,0,234.0,84.0,0.0,18,18
1,19,1,1.2494545029476285,22.02606258355081,0.013076981529593468,0.002716105431318283,0.8210853307899786,0.012085145339369774,0.038956284523010254,0.009995636023581028,0.01657341052185915,0.015487907454371452,0.009185931645333767,0.009185931645333767,0.0006284783148527001,0.005475352033917599,0.018631266430020332,149.6477466214085,69.879725228219,0.0,149.48231753197894,70.68397291196388,0,153.0,63.0,0.0,19,19
1,20,1,1.528801423497498,27.95245308522135,0.012497139163315296,0.0030975816771388054,1.1919812855201282,0.013199053704738617,0.062485694885253906,0.010329739347956068,0.01825764407917789,0.015106432139873505,0.009185931645333767,0.008896009996533394,0.0009838701510481182,0.010374154291758992,0.01913481391966343,786.4999950915278,76.4886296015061,0.0,787.2645329849771,75.57413455258002,0,783.0,82.0,0.0,20,20
1,21,1,0.3698176615871489,1.8866865392774343,0.0053101396188139915,0.0003204392269253731,0.25014269763922103,0.007263294421136379,0.007263294421136379,0.006062584616182769,0.005682790780956128,0.00553902518004179,0.00508125452324748,0.004928664304316044,0.0006108518311834354,0.0005021956047583094,0.0059967958368361,907.9318284648888,81.65124873966357,0.0,907.789156626506,81.44578313253012,0,905.0,90.0,0.0,21,21
1,22,1,1.0920882066711783,31.45879311300814,0.019401846919208765,0.017105364240705967,1.053128413088704,0.023239489644765854,0.062485694885253906,0.011143757210930392,0.0373176668007214,0.038742657750844955,0.009185931645333767,0.009185931645333767,0.0021984475274706094,0.01822340494640849,0.05374990403652191,1257.5853946164148,87.79446530296693,0.0,1258.1613285883748,88.67615658362989,0,1253.0,84.0,0.0,22,22
1,23,1,1.8666208982467651,15.794674747623503,0.01031509879976511,0.0017013810575008392,1.539091780783594,0.04290837049484253,0.04290837049484253,0.012120914923680294,0.013698763874781876,0.011627375148236752,0.008484016172587872,0.008484016172587872,0.006716687082484191,0.005459974672088381,0.01499580405652523,534.052049839762,87.74342673609532,0.0,535.3712055507372,86.95056374674762,0,526.0,93.0,0.0,23,23
1,24,1,1.4451362080872059,9.875242342241108,0.01043717097491026,0.0020447084680199623,2.064792274625545,0.046662088483572006,0.0478217750787735,0.013137601891701873,0.014353549916048123,0.011932555586099625,0.009185931645333767,0.008941787295043468,0.008053054315154276,0.006689526609363715,0.01568627543747425,525.9866032984245,104.72016027107037,0.0,526.2863372093024,106.76308139534883,0,525.0,95.0,0.0,24,24
1,25,1,0.5862211124040186,3.683650018181652,0.006271458230912685,0.0005035479553043842,1.180991809753465,0.011535820551216602,0.011535820551216602,0.007149037956146569,0.007138856624383046,0.00668345158919692,0.00508125452324748,0.00508125452324748,0.0018841847949573928,0.0013555229889747565,0.007553216069936752,20.15427410580933,107.2575225371526,0.0,21.325581395348838,107.10658914728683,0,6.0,109.0,0.0,25,25
1,26,1,0.3806210495531559,2.453376106917858,0.005279621575027704,0.00021362630650401115,0.3184964297491854,0.008285649120807648,0.008285649120807648,0.005766985599290241,0.005588556052204688,0.005462729837745428,0.004684519954025745,0.004684519954025745,0.0009256233546147583,0.0005540018471156796,0.005737392231822014,797.9360935964023,107.65655359697682,0.0,797.6810933940775,107.84738041002278,0,807.0,106.0,0.0,26,26
1,27,1,0.3528191111981869,2.2294652205891907,0.004882887005805969,0.00010681338608264923,0.06807444625554218,0.0057984283193945885,0.0057984283193945885,0.0051133204521476355,0.0049988009430250915,0.0049897003918886185,0.004531929735094309,0.004531929735094309,0.00020030804241107542,0.00017713378155332623,0.005104142939671874,775.5444807852618,112.07226160201108,0.0,775.5919282511211,112.12107623318386,0,769.0,103.0,0.0,27,27
1,28,1,0.24104677373543382,0.989562850445509,0.004776074085384607,0.00013733096420764923,0.1709216015091984,0.006057831924408674,0.006057831924408674,0.005021807786154871,0.0049478142522275444,0.0048981462605297565,0.0045014116913080215,0.0045014116913080215,0.0003868450570059956,0.0002649011867735581,0.005050736479461193,727.7465574960531,120.67911058263284,0.0,727.905,120.615,0,721.0,124.0,0.0,28,28
1,29,1,1.288517597131431,11.449790296144783,0.010131990537047386,0.00157930888235569,1.2509963838294613,0.019958801567554474,0.02706950530409813,0.010648905761416786,0.012821713657496958,0.011360341683030128,0.008987563662230968,0.008377202786505222,0.002275787034881188,0.0039305026856985585,0.013885710388422012,230.15372178913375,121.05628083329334,0.0,229.05263157894737,120.46248600223964,0,237.0,126.0,0.0,29,29
1,30,1,0.42549783317372203,2.0583963124081492,0.005661097355186939,0.00027466239407658577,0.5841741373942703,0.009567406959831715,0.009567406959831715,0.006166635263387276,0.006089929918367306,0.005905241705477238,0.004974441137164831,0.004974441137164831,0.0011447845861058247,0.000741833141918509,0.006248569581657648,638.5994573741823,127.91668457545182,0.0,639.1834319526628,127.9319526627219,0,625.0,127.0,0.0,30,30
1,31,1,0.8749370719306171,4.97491423971951,0.006176089285872877,0.0009460593573749065,0.4865455070705232,0.012893873266875744,0.016617074608802795,0.007742805946288647,0.007549187010196525,0.006866559851914644,0.004821850918233395,0.004821850918233395,0.002059544107063718,0.001854198047073904,0.008941787295043468,624.9815446974335,140.7182691092542,0.0,625.174506828528,140.27162367223065,0,626.0,154.0,0.0,31,31
1,32,1,1.0467841774225235,8.000930893234909,0.01038757897913456,0.001289387233555317,0.86457370955269,0.020218204706907272,0.027389943599700928,0.011630935304694705,0.012521018612261204,0.011451896280050278,0.009185931645333767,0.009079118259251118,0.00284774131961977,0.003241460231214113,0.013454642379656434,239.27633162294117,146.02448215372075,0.0,238.697965571205,145.38184663536776,0,245.0,156.0,0.0,32,32
1,33,1,0.39678035443648696,2.4585946891456842,0.005645838100463152,0.0005188067443668842,0.8184099943821064,0.009903104975819588,0.010559243150055408,0.00639968313607237,0.006556252504388491,0.006057831924408674,0.004867628216743469,0.004867628216743469,0.0015312174953697078,0.0013415661190014693,0.006961928913369775,766.5884536170275,140.48305032360545,0.0,767.3066666666666,140.09066666666666,0,761.0,144.0,0.0,33,33
1,34,1,1.0213321247138083,11.295780997723341,0.008133058436214924,0.0016937507316470146,1.9729262678528454,0.01097123697400093,0.03291371092200279,0.009038337386847861,0.011250777886178627,0.009597924537956715,0.007263294421136379,0.0068818191066384315,0.000935373542022576,0.004609473131077168,0.012481880374252796,956.6113480473273,148.37638207965009,0.0,957.8645418326694,146.85258964143426,0,952.0,149.0,0.0,34,34
1,35,1,0.560372328851372,4.387838610447943,0.008316166698932648,0.0014572367072105408,0.8124852602299988,0.01095597818493843,0.0156557559967041,0.00824076954193194,0.010086985311374582,0.00941481627523899,0.005676356144249439,0.005676356144249439,0.0013590230423052563,0.0023013245534746285,0.011734187602996826,1218.8761915075509,146.3714498369557,0.0,1219.6827586206896,146.2735632183908,0,1214.0,151.0,0.0,35,35
1,36,1,0.48278020275756717,3.1939117130823433,0.005020218435674906,0.00018310826271772385,0.27952908089835454,0.00802624598145485,0.00802624598145485,0.00536422447508408,0.005253144264938065,0.005188067443668842,0.004715037997812033,0.004699778743088245,0.0006284179974483468,0.00035331761669054967,0.0054016937501728535,810.2902351881465,154.51765060971036,0.0,810.016447368421,154.57401315789474,0,805.0,162.0,0.0,36,36
1,37,1,0.4668955602683127,3.287892015185207,0.006698710843920708,0.0008545054588466883,0.7824384925140462,0.010543984360992908,0.012527656741440296,0.007295243129192386,0.008078358759668813,0.007354848552495241,0.0057984283193945885,0.0057984283193945885,0.0012343953501073497,0.001763024122756595,0.009262226521968842,720.4870841650804,162.50997345588394,0.0,720.2285012285013,161.77149877149878,0,721.0,168.0,0.0,37,37
1,38,1,0.8457618174143136,7.461905953940004,0.0070267796982079744,0.0009308005683124065,2.3713178308110807,0.011398489587008953,0.0160830095410347,0.00829178252366974,0.008696860086177162,0.007705806288868189,0.0061036087572574615,0.0061036087572574615,0.0013806579778078277,0.0022528392869995816,0.009857328608632088,1306.5278313821827,168.67381229627125,0.0,1304.6596736596737,167.21328671328672,0,1316.0,178.0,0.0,38,38
1,39,1,0.37582971481606364,1.4755474412813783,0.006073090713471174,0.00024414435029029846,0.17060544156239396,0.0079194325953722,0.0079194325953722,0.0063699951663739604,0.006332821636400765,0.006317235063761473,0.00555428396910429,0.005355916917324066,0.0005398778638724746,0.00041166104894860007,0.006572823855094612,1025.5076835631062,170.07816960313986,0.0,1025.4077253218884,169.93991416309012,0,1024.0,178.0,0.0,39,39
1,40,1,3.1844816012308,32.86308094486594,0.012977798469364643,0.007804989814758301,3.046034325693437,0.062485694885253906,0.062485694885253906,0.018622699422402342,0.026144058030919605,0.019493401050567627,0.009185931645333767,0.00862134713679552,0.014774479683131404,0.017165372980691585,0.03263141866773367,624.9308495958653,174.425801481648,0.0,626.4980111376293,171.81384248210023,0,610.0,184.0,0.0,40,40
1,41,1,0.6303196856752038,3.4056153730489314,0.006424048449844122,0.0018005645833909512,1.6415227778523955,0.012283512391149998,0.016220340505242348,0.008081021611220561,0.008822837754012776,0.007980468682944775,0.005661097355186939,0.005523765925318003,0.001931864160424026,0.0027196195538223755,0.01107805036008358,1037.9691335094867,178.84846337551915,0.0,1038.6502590673574,177.35492227979276,0,1033.0,184.0,0.0,41,41
1,42,1,0.5625391118228436,2.546898645348847,0.0061837187968194485,0.001106278970837593,1.5348909495278389,0.011810483410954475,0.011810483410954475,0.008036273026040623,0.007648344280326867,0.007011520676314831,0.005432211793959141,0.005432211793959141,0.0017569184799974692,0.0016667690871334342,0.009246967732906342,1016.3503064330627,180.54656672467388,0.0,1015.1681681681682,179.56756756756758,0,1028.0,185.0,0.0,42,42
1,43,1,0.5307240476831794,4.654703647363931,0.007995727472007275,0.0015564202331006527,0.5291525790045147,0.009430075995624065,0.01495384145528078,0.007691652864973614,0.00977878917513431,0.009155413135886192,0.006271458230912685,0.006271458230912685,0.0007101943308733284,0.002171148590741444,0.011718928813934326,1239.2433173998882,180.96251712430478,0.0,1238.8046218487395,181.25840336134453,0,1239.0,177.0,0.0,43,43
1,44,1,1.3421072838827968,34.411490210331976,0.015922789461910725,0.008407719433307648,0.19015232398489157,0.019867246970534325,0.062485694885253906,0.010651645110180926,0.026842036045500763,0.024628061801195145,0.009201190434396267,0.009201190434396267,0.0016965664764254287,0.013678834779273494,0.032669566571712494,265.1458869602065,181.87325493064253,0.0,265.12636505460216,182.06240249609985,0,258.0,178.0,0.0,44,44
1,45,1,3.4290684731677175,17.24562460836023,0.01019302662461996,0.0033112075179815292,1.5442497902837433,0.052903030067682266,0.052903030067682266,0.014908993361598772,0.016042441496149053,0.013000686652958393,0.009124895557761192,0.008117799647152424,0.01043780699789954,0.007750685890486329,0.020054169464856386,620.5233278981219,190.26188914061672,0.0,621.4055813953488,191.5293023255814,0,626.0,185.0,0.0,45,45
1,46,1,0.6669260761700571,6.429648345336318,0.006607156712561846,0.0012970170937478542,2.355093425064392,0.011474784463644028,0.02088960073888302,0.007846189131412436,0.009567929085321902,0.00759899290278554,0.005844205617904663,0.005828946363180876,0.0016444430299981567,0.0039725361527550825,0.011505302973091602,337.3068489066656,197.23484038859925,0.0,337.85714285714283,194.94494047619048,0,331.0,204.0,0.0,46,46
1,47,1,0.9038834352977574,9.32845054520294,0.008136873366311193,0.0022507058456540108,1.5898423326443463,0.011520561762154102,0.023437857627868652,0.00860841366950245,0.010987574258189565,0.010101472958922386,0.005355916917324066,0.005355916917324066,0.0016858505228897712,0.003586853265758001,0.012829022482037544,902.2387035297212,193.18049531711716,0.0,903.7962308598351,193.49941107184924,0,901.0,194.0,0.0,47,47
1,48,1,2.2790112337097526,34.34386215917766,0.024124513380229473,0.010421913117170334,1.2019227296507504,0.062485694885253906,0.062485694885253906,0.02034831458669422,0.03692888404212652,0.03938353434205055,0.009185931645333767,0.009185931645333767,0.016781053557933568,0.015785557757910157,0.0470893420279026,203.49674970978472,201.27285876069152,0.0,202.63978494623655,200.43010752688173,0,200.0,208.0,0.0,48,48
1,49,1,2.2559701055288315,31.388311689719558,0.020927748177200556,0.01264210045337677,1.6317439087459782,0.062485694885253906,0.062485694885253906,0.02032405500476425,0.03595453801800637,0.037407493218779564,0.009201190434396267,0.009201190434396267,0.01672215749426471,0.01624024803407828,0.04877546429634094,220.88594398614526,213.91652637337458,0.0,222.46849942726232,213.5189003436426,0,212.0,221.0,0.0,49,49
1,50,1,0.22055390803143382,0.7542076902464032,0.005035477224737406,0.00013733119703829288,0.11586261021934291,0.006836041808128357,0.006836041808128357,0.005251283524557948,0.005201432346526919,0.005127031356096268,0.0046082246117293835,0.0046082246117293835,0.0004848429522764308,0.0003169344346974146,0.0053063249215483665,797.4401845165087,206.9473769429462,0.0,797.5103448275862,206.8551724137931,0,793.0,213.0,0.0,50,50
1,51,1,0.5162737593054771,2.7221790463663638,0.005050736479461193,0.00024414435029029846,0.4336900441239778,0.00758373411372304,0.007888914085924625,0.005492274035164651,0.005444358092732728,0.005279621575027704,0.004562447778880596,0.004562447778880596,0.0007967738207821695,0.000577686980168926,0.005600061267614365,808.4947533090555,215.65101066488552,0.0,808.716,215.278,0,796.0,216.0,0.0,51,51
1,52,1,0.7598840412683785,6.647989694960415,0.007186999544501305,0.0017853057943284512,2.617030778976267,0.012207217514514923,0.022934310138225555,0.008170796142670737,0.00971928317976669,0.008773937821388245,0.004623483866453171,0.004623483866453171,0.001780088305398448,0.003298246042835386,0.011352712288498878,988.0398736359119,212.09261011565252,0.0,985.8070175438596,213.45760233918128,0,996.0,209.0,0.0,52,52
1,53,1,0.9624628163874149,5.526222679764032,0.009781032800674438,0.001113908365368843,0.3783492906928935,0.013900969177484512,0.018158236518502235,0.010025654337368906,0.011324226802795148,0.010666056536138058,0.009201190434396267,0.00805676355957985,0.0008008456856633335,0.002141462733459178,0.012344548478722572,938.8190887506594,223.9057380548427,0.0,938.4733606557377,223.75204918032787,0,944.0,220.0,0.0,53,53
1,54,1,0.877607396338135,3.3649195516481996,0.008194094523787498,0.0008163577876985073,0.43350152773538086,0.013275349512696266,0.013427939265966415,0.009336248897214202,0.009069864020615093,0.00905622960999608,0.007110704202204943,0.006713969632983208,0.0008973168466474536,0.0011933613588511224,0.009769588708877563,930.9208597815929,240.20358243636267,0.0,930.4905660377359,240.1509433962264,0,937.0,241.0,0.0,54,54
1,55,1,0.34517434192821383,2.112611628137529,0.004715037997812033,0.00012207217514514923,0.15957340166168343,0.005676356144249439,0.005676356144249439,0.004861610449693152,0.004845439514076901,0.004852368962019682,0.004257267341017723,0.004257267341017723,0.0003476525943571276,0.00022136571689467416,0.004974441137164831,829.2521343525816,233.18178404144686,0.0,829.3256880733945,233.32339449541286,0,816.0,231.0,0.0,55,55
1,56,1,0.5963378436863422,4.606302039232105,0.005905241705477238,0.0009155413135886192,1.426277804286735,0.010635538026690483,0.01254291646182537,0.007362195601065953,0.007514358954701639,0.006630045128986239,0.005432211793959141,0.005172808654606342,0.0016262316633526065,0.0019090912526955196,0.009071488631889224,133.9351749245095,245.15338519117356,0.0,132.5089722675367,245.16802610114192,0,141.0,241.0,0.0,56,56
1,57,1,3.5429160464555025,76.33768265880644,0.011673151515424252,0.0035553518682718277,4.537062505014662,0.013946746475994587,0.062485694885253906,0.010036589366729468,0.018197302183267327,0.014541847631335258,0.009185931645333767,0.008804455399513245,0.0008869903267861376,0.011054402763654336,0.019943540915846825,517.9674543566238,228.08541016489323,0.0,517.2502979737783,232.56543504171634,0,520.0,221.0,0.0,57,57
1,58,1,2.7397116171196103,20.18475639540702,0.011352712288498878,0.0035095755010843277,2.781361013186955,0.04914930835366249,0.049774929881095886,0.013978120495508216,0.017705926662637737,0.014023041352629662,0.009185931645333767,0.009185931645333767,0.008894897766602471,0.008786508056578516,0.021805142983794212,618.9408183046761,236.97757043074603,0.0,617.0798245614035,234.91052631578947,0,624.0,244.0,0.0,58,58
1,59,1,0.5937285521067679,2.8546578506939113,0.007572289672680199,0.0013351645320653915,1.0688976041989757,0.016815442591905594,0.01773098297417164,0.009277008626668248,0.009483913125228942,0.008781567215919495,0.006073090713471174,0.006073090713471174,0.0029334935985161725,0.002778387722975322,0.010666056303307414,858.5187780557799,254.78441307277816,0.0,857.7209302325581,254.0730897009967,0,859.0,258.0,0.0,59,59
1,60,1,4.018417681567371,40.53264695126563,0.010864423587918282,0.0027313651517033577,1.4379826413367236,0.05040054768323898,0.054871443659067154,0.012364362097130372,0.016516971047785507,0.012909132987260818,0.009185931645333767,0.008880751207470894,0.007450396409398206,0.00856503975528111,0.019577324390411377,630.6826590453403,253.74960350574344,0.0,630.1568867155664,255.0880195599022,0,629.0,248.0,0.0,60,60
1,61,1,3.5150530682876706,62.21364197507501,0.01112382672727108,0.0028534363955259323,0.9287655376586031,0.01254291646182537,0.062485694885253906,0.009764036300799086,0.017368409261606647,0.013397421687841415,0.009185931645333767,0.00885023269802332,0.000459916243286309,0.011474288070252052,0.01771572418510914,449.2228734063176,265.9680145790857,0.0,448.64852037967614,265.23813512004466,0,445.0,267.0,0.0,61,61
1,62,1,1.80440987739712,16.64177936455235,0.009323262609541416,0.0013427939265966415,1.448179497467956,0.01509117241948843,0.029495690017938614,0.010080502108363799,0.011752669042762958,0.01040665339678526,0.008133058436214924,0.007614252157509327,0.0011878362883684778,0.0038761653291986605,0.01257343403995037,1215.6611410749674,257.76055158221664,0.0,1216.59604519774,258.86652542372883,0,1211.0,249.0,0.0,62,62
1,63,1,0.4926985646598041,2.153093796223402,0.007095445413142443,0.0014038300141692162,1.1435343314937607,0.016617074608802795,0.016617074608802795,0.009124047493700075,0.009084783950309714,0.00838483264669776,0.006271458230912685,0.006271458230912685,0.003000008965399294,0.0024262704019998426,0.01018539723008871,854.6242390186777,264.1995917833694,0.0,853.493670886076,264.37130801687766,0,858.0,260.0,0.0,63,63
1,64,1,1.970321225002408,25.98315424565226,0.011413748376071453,0.0021210042759776115,1.3550221741614528,0.016174564138054848,0.035523004829883575,0.010208918264261181,0.014323679297492975,0.013443198055028915,0.009185931645333767,0.009185931645333767,0.00122354580807706,0.004375617664781778,0.015709163621068,1255.160707692483,268.351455774369,0.0,1256.4619625137816,267.97353914002207,0,1252.0,275.0,0.0,64,64
1,65,1,1.5234149871394038,24.231067527085543,0.011848630383610725,0.0022583361715078354,0.7697527125415947,0.013000686652958393,0.037293050438165665,0.010293344507698674,0.015837299037310813,0.013550011441111565,0.009185931645333767,0.009185931645333767,0.0008972717506913429,0.006056042186401427,0.017891203984618187,957.3702608988406,270.0345324825769,0.0,958.1163398692811,269.8450980392157,0,953.0,263.0,0.0,65,65
1,66,1,2.4121462083421648,43.50228157825768,0.009994659572839737,0.003402761183679104,5.092800463349279,0.012451361864805222,0.062485694885253906,0.009313305823714922,0.015084008869021387,0.013076981529593468,0.00587472366169095,0.005493247881531715,0.001019174130255789,0.00796714481517505,0.01733424887061119,752.736923029749,259.09745306587905,0.0,756.3966712898751,262.63904299583913,0,752.0,248.0,0.0,66,66
