Channel_Nuclei,Channel_phallodin,Channel_tsO45G,Count_Nuclei,Count_PlasmaMembrane,Count_SecratoryMembrane,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05SaveImages,ExecutionTime_06IdentifyPrimaryObjects,ExecutionTime_07IdentifySecondaryObjects,ExecutionTime_08IdentifyTertiaryObjects,ExecutionTime_09MeasureObjectIntensity,FileName_Nuclei,FileName_phallodin,FileName_tsO45G,Frame_Nuclei,Frame_phallodin,Frame_tsO45G,Group_Index,Group_Length,Group_Number,Height_Nuclei,Height_phallodin,Height_tsO45G,ImageNumber,ImageSet_ImageSet,MD5Digest_Nuclei,MD5Digest_phallodin,MD5Digest_tsO45G,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05SaveImages,ModuleError_06IdentifyPrimaryObjects,ModuleError_07IdentifySecondaryObjects,ModuleError_08IdentifyTertiaryObjects,ModuleError_09MeasureObjectIntensity,PathName_Nuclei,PathName_phallodin,PathName_tsO45G,ProcessingStatus,Scaling_Nuclei,Scaling_phallodin,Scaling_tsO45G,Series_Nuclei,Series_phallodin,Series_tsO45G,Threshold_FinalThreshold_Nuclei,Threshold_FinalThreshold_SecratoryMembrane,Threshold_OrigThreshold_Nuclei,Threshold_OrigThreshold_SecratoryMembrane,Threshold_SumOfEntropies_Nuclei,Threshold_SumOfEntropies_SecratoryMembrane,Threshold_WeightedVariance_Nuclei,Threshold_WeightedVariance_SecratoryMembrane,URL_Nuclei,URL_phallodin,URL_tsO45G,Width_Nuclei,Width_phallodin,Width_tsO45G
-1,-1,-1,66.0,66.0,66.0,0.0,0.0,0.125,0.0,0.015625,0.78125,0.421875,0.09375,0.0625,--W00361--P00001--Z00000--T00000--dapi.tif,--W00361--P00001--Z00000--T00000--pm-647.tif,--W00361--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,11,34,1,1024,1024,1024,11,b'eLv0RrmdG20N0Kx0Gu0qDETQjrYH6BDIBbm6ZibmVApiUFlhBwDe8WLH',942cf7483d3b95f6836d9aea119c4dc9,790217d8d8aeb2d885f214d8514ce135,47f14b3a12727f2d8383417374e4330a,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.009517366997897625,0.009368606843054295,0.009517367,0.009368607,-13.146807874888971,-13.237420639103615,0.0294863629730674,0.03940246102270012,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00361--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00361--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00361--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,93.0,93.0,93.0,0.0,0.0,0.140625,0.0,0.0,1.34375,0.328125,0.109375,0.09375,--W00362--P00001--Z00000--T00000--dapi.tif,--W00362--P00001--Z00000--T00000--pm-647.tif,--W00362--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,12,34,1,1024,1024,1024,12,b'eLv0RrmdG20N0Kx0MhptDQxA0I62B+gQyAW5umYm5lQKYlBZYQcA5F1iyg==',2bb9496c9c05634414db5139a0b50cd6,e1e576cafc851a22bfeff5503a486835,5ffddec9d96e2f696df774fe87ef126d,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.009120031259953976,0.010070860385894775,0.009120031,0.01007086,-13.116670953057902,-13.150932560911107,0.0400106201609276,0.06528848945412219,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00362--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00362--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00362--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,82.0,82.0,82.0,0.0,0.0,0.1875,0.0,0.046875,0.8125,0.578125,0.09375,0.09375,--W00363--P00001--Z00000--T00000--dapi.tif,--W00363--P00001--Z00000--T00000--pm-647.tif,--W00363--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,13,34,1,1024,1024,1024,13,b'eLv0RrmdG20N0Kx0wpcuR1sDtAra0fYAHQK5IFfXzMScSkEMKivsAOnJYs0=',4d954de745bd4e0863b749d69066e3b8,ebbe7403917c6dbb6bfa2a37dcb68a48,3009d23b12d1d740f74e033ff64890be,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008573760278522968,0.010507432743906975,0.00857376,0.010507433,-13.191256542011939,-13.133001502066335,0.0320974894656944,0.052295808559944944,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00363--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00363--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00363--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,100.0,100.0,100.0,0.0,0.0,0.109375,0.0,0.0,0.65625,0.578125,0.15625,0.046875,--W00364--P00001--Z00000--T00000--dapi.tif,--W00364--P00001--Z00000--T00000--pm-647.tif,--W00364--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,14,34,1,1024,1024,1024,14,b'eLv0RrmdG20N0Kx0MhltDQxA0I62B+gQyAW5umYm5lQKYlBZYQcA7zVi0A==',31df395a1ae9e2c3116440ae11b17482,fa93fa3a899de2e9c66899b1f2d0077c,2918836d8d66c2c4c8d0ded7530ffdbe,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008421456441283226,0.010815170593559742,0.008421456,0.010815171,-13.197190563906773,-13.11477926553789,0.04379357711645969,0.07222546116036353,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00364--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00364--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00364--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,62.0,62.0,62.0,0.0,0.0,0.28125,0.0,0.03125,0.78125,0.34375,0.15625,0.0625,--W00365--P00001--Z00000--T00000--dapi.tif,--W00365--P00001--Z00000--T00000--pm-647.tif,--W00365--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,15,34,1,1024,1024,1024,15,b'eLv0RrmdG20N0Kx0wpOdR1sDNAva0fYAHQK5IFfXzMScSkEMKivsAPShYtM=',a962af3a9a835cd5584c0878616cc955,c7369c05f9830031d61b6b949d0f4c8b,fa110f087271947c7b7dd3f2bd877321,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008630133233964443,0.010436042211949825,0.008630133,0.010436042,-13.1492810585398,-13.126044259614648,0.026328965876613455,0.0569586438967809,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00365--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00365--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00365--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,113.0,113.0,113.0,0.0,0.0,0.234375,0.0,0.0,0.890625,0.4375,0.078125,0.0625,--W00366--P00001--Z00000--T00000--dapi.tif,--W00366--P00001--Z00000--T00000--pm-647.tif,--W00366--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,16,34,1,1024,1024,1024,16,b'eLv0RrmdG20N0Kx0MhttDQxA0I62B+gQyAW5umYm5lQKYlBZYQcA+g1i1g==',4b0d30e13302a226e89f5ebd827ab33d,9c38058f44345f6fb9f2f09a6ef17796,fba06e87d9e258eed13f4f6a5af8365c,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008415608666837215,0.007816407829523087,0.008415609,0.007816408,-13.14885074855947,-13.218949777312655,0.04033434454825624,0.043662787773183165,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00366--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00366--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00366--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,119.0,119.0,119.0,0.0,0.0,0.359375,0.0,0.0,0.953125,0.546875,0.125,0.109375,--W00367--P00001--Z00000--T00000--dapi.tif,--W00367--P00001--Z00000--T00000--pm-647.tif,--W00367--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,17,34,1,1024,1024,1024,17,b'eLv0RrmdG20NDETpNNoaoFnQjrYH6BDIBbm6ZibmVApiUFlhBwD/eWLZ',6650d8449eb7de93a0e9c435726487aa,e168ef72f4894042df7e7d2113f165b5,a7cb1a0cfbdefe9c7d52ce7f59499dca,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008680270053446293,0.008708312176167965,0.00868027,0.008708312,-13.141944964382782,-13.235603501010264,0.04488127727244416,0.053850426846855454,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00367--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00367--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00367--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,112.0,112.0,112.0,0.0,0.0,0.109375,0.0,0.015625,0.71875,0.609375,0.09375,0.078125,--W00368--P00001--Z00000--T00000--dapi.tif,--W00368--P00001--Z00000--T00000--pm-647.tif,--W00368--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,18,34,1,1024,1024,1024,18,b'eLv0RrmdG20N0Kx0shhtDQxA0I62B+gQyAW5umYm5lQKYlBZYQcABPRi3A==',8ba8e5c04463faff14a73bddde225ced,ad1b9a199f82ebde3441217c82b7279f,d580f93abcc6aa5c76b7ef5681a98769,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008619043044745922,0.009141438640654087,0.008619043,0.009141439,-13.199154662561504,-13.200966556716093,0.04709652138787067,0.06746170940011725,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00368--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00368--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00368--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,78.0,78.0,78.0,0.0,0.0,0.15625,0.0,0.015625,0.515625,0.734375,0.046875,0.03125,--W00369--P00001--Z00000--T00000--dapi.tif,--W00369--P00001--Z00000--T00000--pm-647.tif,--W00369--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,19,34,1,1024,1024,1024,19,b'eLv0RrmdG20N0Kx0Gm0NDETQjrYH6BDIBbm6ZibmVApiUFlhBwAKYGLf',4b87804b3df9eaed5bbde1b8a36501bd,760389dc016554eb662fc83a62963a91,4ec4746e2f0b3e1db65e24f5409765dd,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008878828957676888,0.009497687220573425,0.008878829,0.009497687,-13.105515199527968,-13.169154973776642,0.03348685549242093,0.06262260721002479,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00369--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00369--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00369--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,54.0,54.0,54.0,0.0,0.0,0.125,0.0,0.0,0.640625,0.515625,0.140625,0.0625,--W00370--P00001--Z00000--T00000--dapi.tif,--W00370--P00001--Z00000--T00000--pm-647.tif,--W00370--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,20,34,1,1024,1024,1024,20,b'eLv0RrmdG20N0Cw7G4y2BgYgaEfbA3QI5IJcXTMTcyoFMaissAMA3vRixw==',7735e8a18f43cdb10e29a916afeaefb4,514e4fb5392107133838229c6b9ed98f,ee320d0a2d81651d96baa949fb3554ce,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.007702046539634466,0.009446376003324986,0.0077020465,0.009446376,-13.243574845905268,-13.183986652841003,0.025058187270328096,0.04420797548561544,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00370--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00370--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00370--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,90.0,90.0,90.0,0.0,0.0,0.234375,0.0,0.03125,0.453125,0.421875,0.09375,0.109375,--W00371--P00001--Z00000--T00000--dapi.tif,--W00371--P00001--Z00000--T00000--pm-647.tif,--W00371--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,21,34,1,1024,1024,1024,21,b'eLv0RrmdG20N0Cw7j3YVBiJoR9sDdAjkglxdMxNzKgUxqKywAwDkYGLK',77cfef271b268537b60a311d56d2ac6d,6c2e86a89be75fffc4ce2fb8a35d0f60,bd201c38ff84f9f56473f52e2043a54e,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.009143567644059658,0.010511963628232479,0.009143568,0.010511964,-13.15880897361674,-13.103020525026427,0.042085598462021846,0.06942404594337859,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00371--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00371--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00371--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,99.0,99.0,99.0,0.0,0.0,0.078125,0.0,0.03125,0.671875,0.390625,0.109375,0.078125,--W00372--P00001--Z00000--T00000--dapi.tif,--W00372--P00001--Z00000--T00000--pm-647.tif,--W00372--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,22,34,1,1024,1024,1024,22,b'eLv0RrmdG20N0Cw7G422BgYgaEfbA3QI5IJcXTMTcyoFMaissAMA6cxizQ==',0741a117961ebaf0ff8cd0d344279fde,e787829770317159edfe77a0b1792365,6229a39d9a3e5de3a04ad6f06776ae64,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.00906982272863388,0.008657395839691162,0.009069823,0.008657396,-13.0786192861394,-13.240820978672637,0.03995487750424737,0.052604507442283864,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00372--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00372--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00372--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,157.0,157.0,157.0,0.0,0.0,0.109375,0.0,0.015625,0.65625,0.4375,0.15625,0.03125,--W00373--P00001--Z00000--T00000--dapi.tif,--W00373--P00001--Z00000--T00000--pm-647.tif,--W00373--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,23,34,1,1024,1024,1024,23,b'eLv0RrmdG20N0Cw740uXo60BWgXtaHuADoFckKtrZmJOpSAGlRV2AO84YtA=',e847a0a8118e0b8946e423f70d49b3cf,af8036c95cf66df86fdcb1269627fbc0,cb9d6c68fd55b6030925a811efad837a,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008478346280753613,0.009514950215816498,0.008478346,0.00951495,-13.18951892947392,-13.196235228212098,0.06006330064448932,0.09748507557542921,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00373--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00373--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00373--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,102.0,102.0,102.0,0.0,0.0,0.171875,0.0,0.03125,0.765625,0.46875,0.03125,0.046875,--W00374--P00001--Z00000--T00000--dapi.tif,--W00374--P00001--Z00000--T00000--pm-647.tif,--W00374--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,24,34,1,1024,1024,1024,24,b'eLv0RrmdG20N0Cw7m4y2BgYgaEfbA3QI5IJcXTMTcyoFMaissAMA9KRi0w==',8b7662142974e5dd0bb036f7c5ec12d8,212a6a44278c1eaefc42b4f0951155d0,b0828b2efff5523692eb96fd79509ab6,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.009298399090766907,0.010878724977374077,0.009298399,0.010878725,-13.125027129957314,-13.095024014296932,0.04450934687472021,0.08023995484946259,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00374--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00374--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00374--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,167.0,167.0,167.0,0.0,0.0,0.203125,0.0,0.03125,0.578125,0.65625,0.078125,0.09375,--W00375--P00001--Z00000--T00000--dapi.tif,--W00375--P00001--Z00000--T00000--pm-647.tif,--W00375--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,25,34,1,1024,1024,1024,25,b'eLv0RrmdG20NDER2Hm0N0CxoR9sDdAjkglxdMxNzKgUxqKywAwD6EGLW',bb78660847879814ae779c9b2f64bc12,54683eec780f90e1e4d5dbac746aceec,72eaf69386e27243d5fc3e2165193033,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008159304969012737,0.009402040392160416,0.008159305,0.00940204,-13.186369490403413,-13.156623691096977,0.05707697199865368,0.10730244261367802,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00375--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00375--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00375--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,121.0,121.0,121.0,0.0,0.0,0.109375,0.0,0.015625,0.453125,0.5625,0.09375,0.09375,--W00376--P00001--Z00000--T00000--dapi.tif,--W00376--P00001--Z00000--T00000--pm-647.tif,--W00376--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,26,34,1,1024,1024,1024,26,b'eLv0RrmdG20N0Cw7m422BgYgaEfbA3QI5IJcXTMTcyoFMaissAMA/3xi2Q==',eccda12ed579fe2194e819d20bbd6d4b,2cbbe7187fc76f7e2a3109a5f0901c6a,3134fb607082a9ef19236b4c7ec7de87,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008773086592555046,0.009841701947152615,0.008773087,0.009841702,-13.170115503165423,-13.112442616069949,0.05125626192999616,0.08179469058541144,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00376--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00376--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00376--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,74.0,74.0,74.0,0.0,0.0,0.109375,0.0,0.0,0.546875,0.453125,0.078125,0.046875,--W00377--P00001--Z00000--T00000--dapi.tif,--W00377--P00001--Z00000--T00000--pm-647.tif,--W00377--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,27,34,1,1024,1024,1024,27,b'eLv0RrmdG20N0Cw74ymdRlsDNAva0fYAHQK5IFfXzMScSkEMKivsAAT3Ytw=',444d220d9b3529abc46a17732f9aa8d5,58d1128e493efb9e78e31c4f453e056f,da196a66015f621e27ece4640ad7ef66,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.009230093099176884,0.009422621689736843,0.009230093,0.009422622,-13.198561472074108,-13.250417847174583,0.03413833579108698,0.047231579442357736,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00377--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00377--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00377--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,78.0,78.0,78.0,0.0,0.0,0.0625,0.0,0.015625,0.59375,0.25,0.046875,0.171875,--W00378--P00001--Z00000--T00000--dapi.tif,--W00378--P00001--Z00000--T00000--pm-647.tif,--W00378--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,28,34,1,1024,1024,1024,28,b'eLv0RrmdG20N0Cw7W4y2BgYgaEfbA3QI5IJcXTMTcyoFMaissAMACmNi3w==',b00f00f12350bd3dd82fa22a4b97fcbf,b23ef47082e7851163678f7c2c50f991,2a70abc8bb5de7df44e788065df7af0f,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.008239241316914558,0.009801692329347134,0.008239241,0.009801692,-13.261705492060305,-13.301423736303843,0.03460282817378259,0.051275098615568435,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00378--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00378--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00378--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
-1,-1,-1,109.0,109.0,109.0,0.0,0.0,0.234375,0.0,0.03125,0.515625,0.53125,0.046875,0.078125,--W00379--P00001--Z00000--T00000--dapi.tif,--W00379--P00001--Z00000--T00000--pm-647.tif,--W00379--P00001--Z00000--T00000--vsvg-cfp.tif,0,0,0,29,34,1,1024,1024,1024,29,b'eLv0RrmdG20N0Cw7j7YGBiJoR9sDdAjkglxdMxNzKgUxqKywAwAPz2Li',2c646e2f9492c9ad62dda52f9718b9a3,5c88534f1cfda35b0451ca754d9c9a88,be873ffdcbb66405a32ac0795ead0e39,0,0,0,0,0,0,0,0,0,0,0,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,C:\Users\holly\OneDrive\Bureau\Internship\Dataset,Done,65535,65535,65535,0,0,0,0.009078498929738998,0.009469864889979362,0.009078499,0.009469865,-13.151810359848268,-13.33883827063553,0.04903669290930999,0.05892226266656139,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00379--P00001--Z00000--T00000--dapi.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00379--P00001--Z00000--T00000--pm-647.tif,file:///C:/Users/holly/OneDrive/Bureau/Internship/Dataset/--W00379--P00001--Z00000--T00000--vsvg-cfp.tif,1344,1344,1344
